,Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb,CO2 Emissions(g/km),MakeAvg,Engine/Cylinders
3894,15,COMPACT,3.0,6.0,AS8,Z,5.09,13.333333333333334,7.042253521126761,234.0,0.2328061192239942,0.5
3896,1,MID-SIZE,2.5,4.0,AV,X,8.96,8.19,8.598452278589853,119.0,0.3734598273946921,0.625
3897,17,MID-SIZE,2.7,6.0,AS6,X,37.51674621262262,11.65,8.35421888053467,272.0,1.0,0.45
3898,19,FULL-SIZE,2.5,6.0,A5,X,43.47826086956522,4.0273862263391065,8.038585209003216,291.0,0.11778104235512704,0.4166666666666667
3900,21,TWO-SEATER,5.2,10.0,AM7,Z,13.642564802182811,9.208103130755065,11.235955056179774,351.0,0.13738198416456834,0.52
3903,17,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,27.287673090286606,6.211180124223602,4.291845493562231,300.0,1.0,0.5833333333333334
3911,15,FULL-SIZE,4.4,8.0,AS8,Z,14.641288433382137,15.37,14.925373134328357,303.0,0.2328061192239942,0.55
3916,20,SUV - SMALL,4.0,6.0,AS8,Z,3.5198873636043646,19.85,5.59,279.0,0.07969935719583567,0.6666666666666666
3921,2,TWO-SEATER,2.0,4.0,M6,Z,1.67,14.727540500736376,22.203013508245625,199.0,0.0,0.5
3923,13,SUV - STANDARD,4.6,8.0,AS6,Z,5.86,62.5,9.881422924901187,409.0,0.4616911152907516,0.575
3928,8,SUV - SMALL,3.6,6.0,AV6,X,15.15151515151515,26.7439125039197,7.716049382716049,255.0,0.16651708420640168,0.6
3930,17,MID-SIZE,3.7,6.0,AS6,X,4.782400765184122,41.66666666666667,7.94912559618442,203.0,1.0,0.6166666666666667
3935,5,COMPACT,1.4,4.0,AM7,Z,12.82051282051282,51.83527962802891,8.920606601248885,96.0,0.18105332461859827,0.35
3937,2,MID-SIZE,2.5,4.0,AS6,X,43.23,4.916420845624385,9.59,96.0,0.0,0.625
3938,1,STATION WAGON - SMALL,1.8,4.0,AV,X,8.48,61.07241120207003,8.090614886731393,199.0,0.3734598273946921,0.45
3948,17,SUV - SMALL,1.4,4.0,AV,X,6.02,10.309278350515465,7.4128984432913265,133.0,1.0,0.35
3950,1,SUV - SMALL,3.5,6.0,A5,X,33.77683232685021,8.032128514056225,6.844626967830253,279.0,0.3734598273946921,0.5833333333333334
3951,18,COMPACT,2.5,4.0,AS6,X,27.35,18.91,22.727272727272727,246.0,0.40917622032231027,0.625
3954,17,SPECIAL PURPOSE VEHICLE,3.3,6.0,AS6,E,4.48,11.350737797956867,6.16,356.0633937687171,1.0,0.5499999999999999
3959,15,SUBCOMPACT,2.0,4.0,AS8,Z,5.3,10.1,6.756756756756757,224.0,0.2328061192239942,0.5
3963,15,SUV - STANDARD,4.4,8.0,AS8,Z,30.62094992740236,5.701254275940707,4.5,324.0,0.2328061192239942,0.55
3970,11,SUV - SMALL,2.0,4.0,AS8,Z,7.61,7.81,7.698229407236336,217.0,0.03366713263218451,0.5
3971,17,PICKUP TRUCK - STANDARD,1.5,4.0,AS10,X,5.16,16.44736842105263,7.462686567164179,258.0,1.0,0.375
3973,10,SUV - SMALL,3.5,6.0,AS8,X,41.75070479031429,11.32,6.9,242.0,0.13075557709860083,0.5833333333333334
3977,19,FULL-SIZE,6.2,8.0,A8,Z,17.241238228120615,7.96812749003984,4.29,363.0,0.11778104235512704,0.775
3979,17,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,30.56445370982413,8.8261253309797,5.138746145940391,327.0,1.0,0.625
3980,1,SUV - SMALL,1.5,4.0,AV,X,3.3557046979865772,14.285714285714286,5.115089514066496,197.0,0.3734598273946921,0.375
3987,1,SUV - SMALL,3.5,6.0,AS9,X,5.614823133071309,15.05,7.8125,260.0,0.3734598273946921,0.5833333333333334
3989,15,COMPACT,3.0,6.0,AS8,Z,12.970168612191959,28.131679291722044,7.639419404125286,225.0,0.2328061192239942,0.5
3991,8,SUV - SMALL,2.5,4.0,M6,X,7.55,20.12072434607646,10.5,217.0,0.16651708420640168,0.625
3997,3,MINICOMPACT,3.0,6.0,M5,X,19.607843137254903,9.5,13.227513227513228,178.0,0.567858610062776,0.5
4000,17,SUBCOMPACT,2.3,4.0,M6,X,9.737098344693282,9.79431929480901,9.76,240.0,1.0,0.575
4002,16,STATION WAGON - SMALL,1.4,4.0,AS6,X,5.841121495327102,46.60937950204234,5.841121495327102,191.0,0.31251434751127427,0.35
4013,12,MINIVAN,3.5,6.0,AV,X,4.32,5.672149744753262,4.84,264.0,0.22159697078984808,0.5833333333333334
4016,7,COMPACT,1.6,4.0,A6,X,5.09,14.925373134328357,7.230657989877079,162.0,0.3722649650185522,0.4
4019,17,SUV - SMALL,3.5,6.0,AS6,X,10.893246187363834,3.94,6.075334143377885,200.0,1.0,0.5833333333333334
4025,9,COMPACT,3.5,6.0,AS9,Z,3.7821482602118,8.196721311475411,4.992511233150275,220.0,0.2613909546434631,0.5833333333333334
4027,17,MID-SIZE,2.0,4.0,AV,X,13.280212483399733,10.7,11.976047904191617,167.0,1.0,0.5
4028,2,MINIVAN,5.7,8.0,AS5,X,8.084074373484237,67.28699513567567,8.24,227.0,0.0,0.7125
4029,17,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,4.81,3.7735849056603774,4.280821917808219,256.0,1.0,0.625
4032,17,SUV - STANDARD,2.0,4.0,A6,E,17.523495879877025,6.4935064935064934,4.11522633744856,374.0,1.0,0.5
4034,10,MID-SIZE,1.8,4.0,AV,X,10.53740779768177,59.37752467472303,8.873114463176575,96.0,0.13075557709860083,0.45
4035,14,SUV - SMALL,2.0,4.0,AV,X,3.862495171881035,8.539709649871904,5.125576627370579,243.0,0.014703742880091549,0.5
4041,15,SUBCOMPACT,3.0,6.0,M6,Z,15.03,24.01,18.083182640144663,269.0,0.2328061192239942,0.5
4044,6,FULL-SIZE,2.0,4.0,A6,X,4.42282176028306,4.34,4.38,217.0,0.34317101657882515,0.5
4048,18,COMPACT,3.6,6.0,M6,Z,21.098759468791535,45.95967299989266,4.5,289.0,0.40917622032231027,0.6
4055,10,SUV - STANDARD,3.5,6.0,AV6,X,9.09,21.05263157894737,12.210012210012211,186.0,0.13075557709860083,0.5833333333333334
4058,1,FULL-SIZE,2.0,4.0,AV,X,3.838771593090211,27.77777777777778,6.28,179.0,0.3734598273946921,0.5
4059,15,SUV - SMALL,3.0,6.0,A6,Z,6.414368184733804,8.78,7.299270072992701,251.0,0.2328061192239942,0.5
4060,15,COMPACT,3.0,6.0,AS8,Z,8.130081300813009,52.91005291005291,13.15,235.0,0.2328061192239942,0.5
4062,18,SUV - STANDARD,6.2,8.0,A10,Z,3.9385584875935407,3.09,3.5,373.0,0.40917622032231027,0.775
4063,15,COMPACT,3.0,6.0,M6,Z,6.369426751592356,10.131712259371835,7.656967840735069,243.0,0.2328061192239942,0.5
4064,4,SUV - SMALL,2.4,4.0,AV6,X,7.042253521126761,69.93006993006993,11.904761904761905,209.0,0.10750999072159767,0.6
4065,15,SUV - SMALL,3.0,6.0,AS8,Z,4.249893752656184,15.723270440251572,6.329113924050633,285.0,0.2328061192239942,0.5
4068,19,SUV - STANDARD,1.6,4.0,A8,Z,23.640661938534276,3.534817956875221,6.640106241699867,430.0,0.11778104235512704,0.4
4074,1,STATION WAGON - SMALL,1.8,4.0,M6,X,6.32,46.97,10.351966873706004,189.0,0.3734598273946921,0.45
4082,7,STATION WAGON - SMALL,1.6,4.0,AS6,X,22.88329519450801,6.289308176100628,10.460251046025103,185.0,0.3722649650185522,0.4
4088,14,SUV - STANDARD,1.6,4.0,A8,X,21.592710359365245,3.34,3.6271309394269133,414.0,0.014703742880091549,0.4
4092,17,SUV - STANDARD,3.5,6.0,AS6,E,49.74491957763428,13.60544217687075,8.244023083264633,267.0,1.0,0.5833333333333334
4099,9,SUV - SMALL,3.5,6.0,AS9,Z,6.78,16.58374792703151,9.23,256.0,0.2613909546434631,0.5833333333333334
4107,18,MID-SIZE,1.2,3.0,AS8,X,5.524861878453039,18.939393939393938,8.116883116883116,244.0,0.40917622032231027,0.39999999999999997
4112,17,COMPACT,1.6,4.0,M6,X,35.97122302158274,6.68002672010688,12.091898428053206,194.0,1.0,0.4
4115,2,COMPACT,2.0,4.0,AS6,X,18.08,41.962304227786056,11.11111111111111,98.0,0.0,0.5
4116,15,COMPACT,2.0,4.0,M6,Z,11.904761904761905,7.25,9.23,211.0,0.2328061192239942,0.5
4119,16,SUV - STANDARD,5.3,8.0,A6,X,7.072135785007072,7.112375533428165,7.09,312.0,0.31251434751127427,0.6625
4120,10,SUV - SMALL,2.5,4.0,AS6,X,25.8,6.756756756756756,11.37656427758817,225.0,0.13075557709860083,0.625
4121,4,COMPACT,2.4,4.0,M5,X,5.9523809523809526,16.1,8.333333333333334,220.0,0.10750999072159767,0.6
4125,17,SUV - SMALL,2.0,4.0,AS6,X,9.70873786407767,32.67132319080428,7.535795026375283,226.0,1.0,0.5
4130,19,MID-SIZE,6.4,8.0,A8,Z,9.82,7.961783439490445,8.88888888888889,314.0,0.11778104235512704,0.8
4134,16,VAN - PASSENGER,6.0,8.0,A6,X,22.980477147167587,24.154589371980677,6.62,424.0,0.31251434751127427,0.75
4136,16,MID-SIZE,3.6,6.0,AS6,N,16.33986928104575,5.824111822947,9.017132551848512,215.0,0.31251434751127427,0.6
4139,18,STATION WAGON - SMALL,3.6,6.0,AS6,X,25.850096606691075,6.788866259334691,5.43,251.0,0.40917622032231027,0.6
4141,10,MID-SIZE,1.8,4.0,AV7,X,3.8535645472061657,56.45,6.622516556291391,107.0,0.13075557709860083,0.45
4144,17,PICKUP TRUCK - STANDARD,2.0,4.0,AS10,X,4.033884630899556,14.534883720930234,5.98,311.0,1.0,0.5
4150,2,COMPACT,2.0,4.0,M6,X,44.66727339045163,13.88888888888889,9.940357852882704,179.0,0.0,0.5
4151,15,FULL-SIZE,3.6,6.0,A8,Z,6.165228113440198,8.896797153024911,7.15,210.0,0.2328061192239942,0.6
4153,18,SUV - SMALL,3.6,6.0,AS8,X,48.7562357700152,5.1020408163265305,5.605381165919282,279.0,0.40917622032231027,0.6
4171,14,SUV - SMALL,2.4,4.0,A9,E,6.18,55.733518640926995,6.51890482398957,213.0,0.014703742880091549,0.6
4174,2,SUV - SMALL,3.3,6.0,AS6,X,4.58,2.81,3.566333808844508,215.0,0.0,0.5499999999999999
4175,17,SUV - STANDARD,2.8,4.0,AS6,E,26.863951458449858,10.718113612004288,4.868549172346641,268.0,1.0,0.7
4177,15,SUV - STANDARD,4.4,8.0,AS8,Z,18.38235294117647,12.96,15.479876160990711,351.0,0.2328061192239942,0.55
4178,15,SUBCOMPACT,3.0,6.0,AM7,Z,43.70289308028391,5.330490405117271,6.49,292.0,0.2328061192239942,0.5
4180,13,COMPACT,2.0,4.0,AS8,Z,9.416195856873824,4.5,6.31,220.0,0.4616911152907516,0.5
4184,16,SUBCOMPACT,1.4,4.0,M5,X,47.04294195940141,25.31645569620253,12.121212121212121,136.0,0.31251434751127427,0.35
4188,9,SUV - SMALL,3.5,6.0,AS6,Z,33.77683232685021,5.414185165132648,5.773672055427252,258.0,0.2613909546434631,0.5833333333333334
4190,14,SUV - SMALL,3.2,6.0,A9,X,3.4965034965034967,5.515719801434088,4.18,251.0,0.014703742880091549,0.5333333333333333
4195,15,COMPACT,2.0,4.0,AM7,Z,6.2266500622665015,19.23076923076923,8.928571428571427,286.0,0.2328061192239942,0.5
4207,20,SUV - STANDARD,6.5,12.0,AS8,Z,9.22,6.211180124223602,7.575757575757575,383.0,0.07969935719583567,0.5416666666666666
4209,18,SUV - SMALL,3.6,6.0,AS8,X,3.43,4.29,3.770739064856712,280.0,0.40917622032231027,0.6
4211,13,SUV - SMALL,2.0,4.0,AS6,Z,4.761904761904762,43.47826086956522,7.942811755361398,232.0,0.4616911152907516,0.5
4212,2,SUV - SMALL,2.0,4.0,AS6,X,7.8064012490242,18.83,10.593220338983052,186.0,0.0,0.5
4214,17,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,E,19.960079840319363,8.72,12.63,251.0,1.0,0.5499999999999999
4216,17,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,X,3.0220610456331216,3.93,3.3726812816188874,296.0,1.0,0.5833333333333334
4222,17,PICKUP TRUCK - STANDARD,3.0,6.0,AS10,D,4.0,30.3030303030303,6.557377049180328,285.0,1.0,0.5
4223,10,MID-SIZE,1.8,4.0,M6,X,7.331378299120234,10.06036217303823,8.347245409015025,164.0,0.13075557709860083,0.45
4225,19,MID-SIZE,6.2,8.0,M6,Z,3.93,18.958305609638767,3.69,382.0,0.11778104235512704,0.775
4228,16,COMPACT,2.0,4.0,AS6,X,9.990009990009991,18.796992481203006,12.658227848101266,193.0,0.31251434751127427,0.5
4238,7,MID-SIZE,2.0,4.0,AS6,X,3.534817956875221,4.304778303917348,3.8446751249519413,187.0,0.3722649650185522,0.5
4258,13,SUV - SMALL,2.5,4.0,AV6,X,10.526315789473685,6.369426751592356,8.123476848090982,156.0,0.4616911152907516,0.625
4261,12,TWO-SEATER,3.7,6.0,M6,Z,39.210292123161075,6.222775357809583,6.666666666666667,286.0,0.22159697078984808,0.6166666666666667
4265,16,SUBCOMPACT,6.2,8.0,M6,Z,36.49655655553861,6.01,5.125576627370579,376.0,0.31251434751127427,0.775
4266,10,MID-SIZE,2.5,4.0,AS8,X,16.39344262295082,6.756756756756756,9.9601593625498,194.0,0.13075557709860083,0.625
4270,5,COMPACT,5.3,8.0,M5,X,14.025245441795231,49.74491957763428,8.98,185.0,0.18105332461859827,0.6625
4271,17,COMPACT,2.0,4.0,A6,E,38.72815714987882,4.694835680751174,26.48517632314299,129.0,1.0,0.5
4275,15,MID-SIZE,3.0,6.0,AS8,Z,11.428571428571429,29.19,15.723270440251572,243.0,0.2328061192239942,0.5
4278,12,MID-SIZE,2.5,4.0,AV,X,14.430014430014431,10.95,12.626262626262626,200.0,0.22159697078984808,0.625
4279,16,SUV - STANDARD,5.3,8.0,A6,X,42.767636706722485,25.0,8.29875518672199,326.0,0.31251434751127427,0.6625
4285,10,COMPACT,1.8,4.0,AV,X,24.26,30.32,26.65,175.0,0.13075557709860083,0.45
4286,18,SUV - STANDARD,6.2,8.0,A8,Z,2.5510204081632653,51.74723615534155,3.7893141341417205,353.0,0.40917622032231027,0.775
4288,16,VAN - PASSENGER,3.5,6.0,A6,X,6.58,6.53,6.56,430.0,0.31251434751127427,0.5833333333333334
4289,13,MID-SIZE,2.0,4.0,AS8,Z,15.312477607785159,18.867924528301884,24.838673354563944,202.0,0.4616911152907516,0.5
4290,17,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,X,7.042253521126761,4.508566275924256,5.614823133071309,625.791373125949,1.0,0.5499999999999999
4294,17,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,X,5.571030640668524,6.172839506172839,5.824111822947,279.0,1.0,0.5499999999999999
4298,18,SUV - SMALL,2.5,4.0,AS8,X,6.830601092896175,9.803921568627452,7.91,262.0,0.40917622032231027,0.625
4302,2,MID-SIZE,2.0,4.0,AS6,X,6.8965517241379315,9.523809523809524,7.87,161.0,0.0,0.5
4304,1,MINIVAN,3.5,6.0,A6,X,31.871593177494457,5.22,5.506607929515418,245.0,0.3734598273946921,0.5833333333333334
4308,17,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,5.688282138794085,66.66666666666667,9.67,287.0,1.0,0.5833333333333334
4309,10,COMPACT,2.0,4.0,AS7,X,3.97,51.41155799619216,4.798464491362764,199.0,0.13075557709860083,0.5
4315,5,COMPACT,2.0,4.0,AM6,D,7.37,26.881720430107524,10.940919037199125,164.0,0.18105332461859827,0.5
4316,16,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,25.056072495946395,11.59,4.672897196261682,330.0,0.31251434751127427,0.6625
4319,10,SUV - STANDARD,4.0,6.0,AS5,X,28.178722233681444,7.002801120448179,5.8,322.0,0.13075557709860083,0.6666666666666666
4322,17,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,X,6.46,8.85,7.352941176470589,328.0,1.0,0.625
4324,17,FULL-SIZE,3.5,6.0,AS6,E,6.079027355623101,37.54173658073592,5.373455131649651,601.2641342950365,1.0,0.5833333333333334
4325,17,SUV - SMALL,3.5,6.0,AS6,X,6.5,33.83,10.21,227.0,1.0,0.5833333333333334
4331,18,SUV - STANDARD,6.2,8.0,A8,Z,4.008016032064129,9.76,5.455537370430988,345.0,0.40917622032231027,0.775
4333,10,PICKUP TRUCK - SMALL,2.7,4.0,AS6,X,31.5,10.384215991692626,16.45,285.0,0.13075557709860083,0.675
4335,18,SUV - STANDARD,5.3,8.0,AS6,X,7.936507936507937,5.878894767783656,6.8493150684931505,519.477665978975,0.40917622032231027,0.6625
4338,16,SUV - STANDARD,5.3,8.0,A6,X,13.65,3.8,6.3,299.0,0.31251434751127427,0.6625
4340,13,COMPACT,5.0,8.0,AS8,Z,4.3,4.28,4.29,293.0,0.4616911152907516,0.625
4341,12,PICKUP TRUCK - STANDARD,5.6,8.0,AS7,X,5.515719801434088,32.26,8.795074758135446,387.0,0.22159697078984808,0.7
4345,1,SUV - SMALL,2.0,4.0,A6,X,9.879017811474297,10.570824524312895,22.73972757523884,285.0,0.3734598273946921,0.5
4349,8,SUV - SMALL,2.0,4.0,M6,X,4.5,23.33,7.067137809187279,221.0,0.16651708420640168,0.5
4360,17,PICKUP TRUCK - STANDARD,4.0,6.0,AS10,X,3.586800573888092,6.253908692933083,4.44,291.0,1.0,0.6666666666666666
4361,20,SUV - STANDARD,5.0,8.0,AS8,Z,3.6927621861152145,8.403361344537815,27.331949278412218,435.0,0.07969935719583567,0.625
4362,14,SUV - SMALL,2.5,4.0,A9,X,1.8518518518518519,4.310344827586207,2.493765586034913,242.0,0.014703742880091549,0.625
4364,17,VAN - PASSENGER,3.5,6.0,AS6,X,2.173913043478261,7.462686567164179,3.189792663476874,426.0,1.0,0.5833333333333334
4367,7,SUV - SMALL,3.3,6.0,AS6,X,11.363636363636363,5.1020408163265305,7.33,282.0,0.3722649650185522,0.5499999999999999
4379,16,COMPACT,1.8,4.0,M5,X,31.636378467697444,6.8493150684931505,6.180469715698393,195.0,0.31251434751127427,0.45
4384,1,SUV - SMALL,3.5,6.0,AS9,X,3.209242618741977,5.67,3.9888312724371757,265.0,0.3734598273946921,0.5833333333333334
4385,15,COMPACT,3.5,6.0,AM7,Z,8.03,8.32639467110741,8.16326530612245,292.0,0.2328061192239942,0.5833333333333334
4390,2,MID-SIZE,2.5,4.0,AS6,X,7.462686567164179,59.38,12.300123001230011,163.0,0.0,0.625
4391,21,TWO-SEATER,5.2,10.0,AM7,Z,5.08,9.07,6.329113924050633,347.0,0.13738198416456834,0.52
4392,13,COMPACT,2.0,4.0,AS8,Z,41.11553127251683,19.56,10.309278350515465,223.0,0.4616911152907516,0.5
4394,13,COMPACT,1.3,4.0,AS6,Z,28.36689400151905,4.8285852245292125,4.975124378109453,258.0,0.4616911152907516,0.325
4395,19,MID-SIZE,6.2,8.0,A8,Z,45.984475765314876,65.83659727218226,9.615384615384615,426.0,0.11778104235512704,0.775
4416,7,SUV - SMALL,2.4,4.0,AS6,X,4.48,13.717421124828531,6.43,223.0,0.3722649650185522,0.6
4417,5,COMPACT,6.4,8.0,AS8,X,4.697040864255519,15.9,6.8965517241379315,175.0,0.18105332461859827,0.8
4421,6,FULL-SIZE,3.8,6.0,AS8,X,8.920606601248885,55.55555555555556,14.285714285714286,281.0,0.34317101657882515,0.6333333333333333
4423,16,MID-SIZE,3.6,6.0,AS6,X,4.001600640256103,4.01,4.004805766920304,277.0,0.31251434751127427,0.6
4426,12,SUV - SMALL,3.5,6.0,AV,X,5.51,5.668934240362812,5.580357142857142,245.0,0.22159697078984808,0.5833333333333334
4431,15,SUBCOMPACT,3.0,6.0,M6,Z,12.38,4.091653027823241,6.476683937823834,266.0,0.2328061192239942,0.5
4437,10,MID-SIZE,3.5,6.0,AS8,X,4.73,8.264462809917356,5.85,205.0,0.13075557709860083,0.5833333333333334
4438,6,COMPACT,1.6,4.0,M6,X,8.39716513975315,24.979802180442146,2.17,187.0,0.34317101657882515,0.4
4444,17,SUV - SMALL,3.7,6.0,AS8,X,46.95,7.74,14.32,207.0,1.0,0.6166666666666667
4446,9,TWO-SEATER,3.5,6.0,AM9,Z,7.127583749109053,7.4074074074074066,7.25689404934688,276.0,0.2613909546434631,0.5833333333333334
4454,15,SUBCOMPACT,3.0,6.0,AS8,Z,4.198152812762385,48.830573753858665,5.4945054945054945,238.0,0.2328061192239942,0.5
4455,17,SUV - SMALL,1.6,4.0,AS6,X,7.01,5.555555555555555,6.269592476489028,211.0,1.0,0.4
4459,11,SUV - SMALL,3.5,6.0,AS6,X,43.06781336383199,27.027027027027028,11.441647597254004,277.0,0.03366713263218451,0.5833333333333334
4466,10,COMPACT,1.5,4.0,AV,X,20.0,12.34,15.67,151.0,0.13075557709860083,0.375
4469,7,SUV - SMALL,2.4,4.0,AS6,X,21.64,6.161429451632778,10.16,241.0,0.3722649650185522,0.6
4471,15,SUBCOMPACT,4.4,8.0,AS8,Z,3.3624747814391394,3.7133308577794284,3.5124692658939236,271.0,0.2328061192239942,0.55
4478,10,MID-SIZE,1.8,4.0,M6,X,44.432058680654634,6.369426751592357,7.19,197.0,0.13075557709860083,0.45
4480,13,MID-SIZE,2.0,4.0,AV10,Z,24.721065999665438,8.91,5.763688760806916,205.0,0.4616911152907516,0.5
4481,10,SUV - SMALL,3.5,6.0,AS8,X,4.19,11.123470522803114,5.813953488372093,229.0,0.13075557709860083,0.5833333333333334
4482,4,COMPACT,2.0,4.0,AM6,Z,8.19672131147541,8.91,8.49,281.0,0.10750999072159767,0.5
4487,17,SUV - SMALL,2.0,4.0,AS6,X,34.095467308463704,5.277044854881266,4.672897196261682,231.0,1.0,0.5
4493,4,SUV - SMALL,2.4,4.0,AV6,X,5.128205128205129,7.668711656441718,6.02,201.0,0.10750999072159767,0.6
4498,5,COMPACT,1.4,4.0,AS8,X,34.971158680926315,52.21766557493556,5.77,170.0,0.18105332461859827,0.35
4503,18,FULL-SIZE,3.6,6.0,AS6,Z,9.699321047526672,7.25,8.42,300.0,0.40917622032231027,0.6
4506,2,COMPACT,3.0,6.0,M6,X,17.24137931034483,17.49,17.35,193.0,0.0,0.5
4507,9,SUV - SMALL,3.5,6.0,AS9,Z,5.931198102016608,9.82318271119843,7.220216606498195,254.0,0.2613909546434631,0.5833333333333334
4509,16,PICKUP TRUCK - SMALL,2.8,4.0,A6,D,16.77,18.47,17.49,244.0,0.31251434751127427,0.7
4511,16,SUBCOMPACT,3.6,6.0,M6,X,15.15151515151515,8.56,11.248593925759279,274.0,0.31251434751127427,0.6
4515,17,FULL-SIZE,3.5,6.0,AS6,X,3.1133250311332508,29.33127431168678,3.8167938931297707,288.0,1.0,0.5833333333333334
4522,12,SUV - SMALL,2.5,4.0,AV,X,31.09,4.178854993731718,7.98,212.0,0.22159697078984808,0.625
4525,12,STATION WAGON - SMALL,1.5,4.0,AV7,X,8.038585209003216,14.084507042253522,9.9601593625498,195.0,0.22159697078984808,0.375
4532,13,SUV - SMALL,3.5,6.0,AS8,X,48.89747631396078,19.22,8.849557522123895,244.0,0.4616911152907516,0.5833333333333334
4534,15,SUV - STANDARD,3.0,6.0,AS8,Z,17.75871058967403,5.617977528089887,3.977724741447892,281.0,0.2328061192239942,0.5
4538,14,SUV - SMALL,3.6,6.0,A5,X,4.837929366231252,34.20021880448482,5.364806866952789,315.0,0.014703742880091549,0.6
4544,18,MID-SIZE,3.6,6.0,AS8,X,26.694462805715155,6.978367062107467,4.37,251.0,0.40917622032231027,0.6
4556,17,SUV - SMALL,1.5,4.0,AS6,X,6.87,37.51674621262262,6.8493150684931505,220.0,1.0,0.375
4564,11,SUV - SMALL,3.2,6.0,AS6,X,8.904719501335707,12.1654501216545,10.13,244.0,0.03366713263218451,0.5333333333333333
4565,12,TWO-SEATER,3.7,6.0,AS7,Z,29.7,21.05263157894737,25.062656641604008,285.0,0.22159697078984808,0.6166666666666667
4566,15,SUBCOMPACT,3.0,6.0,M6,Z,6.920415224913495,29.91474720767445,5.015045135406218,265.0,0.2328061192239942,0.5
4570,13,MID-SIZE,2.0,4.0,AS8,Z,10.030090270812437,12.738853503184714,11.09,210.0,0.4616911152907516,0.5
4587,20,SUV - STANDARD,3.6,6.0,AS8,Z,5.643340857787811,36.05841501188118,6.0060060060060065,404.0,0.07969935719583567,0.6
4590,14,SUV - SMALL,3.2,6.0,A9,X,6.26,6.414368184733804,6.329113924050633,249.0,0.014703742880091549,0.5333333333333333
4596,8,COMPACT,2.0,4.0,AV8,Z,5.33,15.05,7.52,250.0,0.16651708420640168,0.5
4600,16,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,4.464285714285714,3.99,4.23908435777872,515.5904402976777,0.31251434751127427,0.6625
4603,19,MINIVAN,3.6,6.0,A6,E,15.19756838905775,56.17977528089887,22.727272727272727,273.0,0.11778104235512704,0.6
4611,14,SUV - SMALL,2.4,4.0,A9,E,12.69,8.038585209003216,10.070493454179255,205.0,0.014703742880091549,0.6
4623,14,SUV - SMALL,2.4,4.0,A6,X,4.081632653061225,10.49,5.627462014631401,239.0,0.014703742880091549,0.6
4625,19,MID-SIZE,2.4,4.0,M6,X,7.352941176470589,44.67,11.78,202.0,0.11778104235512704,0.6
4627,19,MINIVAN,3.6,6.0,A6,X,18.115942028985508,2.70929287455974,5.091649694501018,280.0,0.11778104235512704,0.6
4630,10,MID-SIZE,1.8,4.0,AV,X,13.7,12.73,13.245033112582782,169.0,0.13075557709860083,0.45
4635,17,SUV - STANDARD,2.0,4.0,AS6,X,32.99379106568815,5.977286312014345,4.800768122899664,313.0,1.0,0.5
4639,15,COMPACT,3.0,6.0,M6,Z,14.204545454545455,24.39,17.49,228.0,0.2328061192239942,0.5
4640,7,FULL-SIZE,1.6,4.0,M6,X,6.8493150684931505,4.4,5.467468562055768,217.0,0.3722649650185522,0.4
4641,4,SUV - SMALL,2.4,4.0,AV6,X,4.95,15.267175572519085,7.11,224.0,0.10750999072159767,0.6
4643,10,PICKUP TRUCK - STANDARD,5.7,8.0,AS6,X,6.079027355623101,43.85964912280702,9.93,341.0,0.13075557709860083,0.7125
4652,4,STATION WAGON - SMALL,2.0,4.0,AV6,X,4.424778761061948,11.11111111111111,6.0606060606060606,189.0,0.10750999072159767,0.5
4653,4,COMPACT,1.2,3.0,AV,X,39.88632961023259,15.698587127158556,7.209805335255949,96.0,0.10750999072159767,0.39999999999999997
4655,17,SUV - SMALL,3.5,6.0,AS6,X,5.698005698005698,16.366612111292962,8.064516129032258,274.0,1.0,0.5833333333333334
4656,20,SUV - STANDARD,5.0,8.0,AS8,Z,28.696194595234857,7.518796992481203,6.031363088057902,485.0,0.07969935719583567,0.625
4657,10,PICKUP TRUCK - STANDARD,1.8,4.0,AS6,X,10.04,5.1493305870236865,7.03,395.0,0.13075557709860083,0.45
4661,19,FULL-SIZE,3.6,6.0,A8,X,1.9493177387914231,9.3,24.15213301469467,231.0,0.11778104235512704,0.6
4667,18,MID-SIZE,3.6,6.0,AS8,Z,22.32187595973597,15.97444089456869,6.079027355623101,294.0,0.40917622032231027,0.6
4671,14,SUV - SMALL,5.7,8.0,M6,X,27.40251369135132,3.9215686274509802,4.428697962798937,296.0,0.014703742880091549,0.7125
4672,17,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,4.668534080298786,6.123698714023271,5.227391531625719,327.0,1.0,0.625
4679,17,COMPACT,3.6,6.0,AS6,X,4.45,8.741258741258742,5.714285714285714,119.0,1.0,0.6
